2019-04-22 09:17:13 [scrapy.utils.log] INFO: Scrapy 1.5.2 started (bot: tennislink_usta_spider)
2019-04-22 09:17:13 [scrapy.utils.log] INFO: Versions: lxml 4.3.0.0, libxml2 2.9.5, cssselect 1.0.3, parsel 1.5.1, w3lib 1.20.0, Twisted 18.9.0, Python 3.6.5 (v3.6.5:f59c0932b4, Mar 28 2018, 17:00:18) [MSC v.1900 64 bit (AMD64)], pyOpenSSL 19.0.0 (OpenSSL 1.1.1a  20 Nov 2018), cryptography 2.5, Platform Windows-10-10.0.17134-SP0
2019-04-22 09:17:13 [scrapy.crawler] INFO: Overridden settings: {'AUTOTHROTTLE_ENABLED': True, 'BOT_NAME': 'tennislink_usta_spider', 'DUPEFILTER_CLASS': 'scrapy_redis.dupefilter.RFPDupeFilter', 'LOG_FILE': 'out.log', 'NEWSPIDER_MODULE': 'tennislink_usta_spider.spiders', 'SCHEDULER': 'scrapy_redis.scheduler.Scheduler', 'SPIDER_MODULES': ['tennislink_usta_spider.spiders']}
2019-04-22 09:17:13 [scrapy.extensions.telnet] INFO: Telnet Password: 42fd7585da3dd03f
2019-04-22 09:17:13 [scrapy.middleware] INFO: Enabled extensions:
['scrapy.extensions.corestats.CoreStats',
 'scrapy.extensions.telnet.TelnetConsole',
 'scrapy.extensions.logstats.LogStats',
 'scrapy.extensions.throttle.AutoThrottle']
2019-04-22 09:17:15 [scrapy.middleware] INFO: Enabled downloader middlewares:
['scrapy.downloadermiddlewares.httpauth.HttpAuthMiddleware',
 'scrapy.downloadermiddlewares.downloadtimeout.DownloadTimeoutMiddleware',
 'scrapy.downloadermiddlewares.defaultheaders.DefaultHeadersMiddleware',
 'scrapy.downloadermiddlewares.useragent.UserAgentMiddleware',
 'scrapy.downloadermiddlewares.retry.RetryMiddleware',
 'scrapy.downloadermiddlewares.redirect.MetaRefreshMiddleware',
 'scrapy.downloadermiddlewares.httpcompression.HttpCompressionMiddleware',
 'scrapy.downloadermiddlewares.redirect.RedirectMiddleware',
 'scrapy.downloadermiddlewares.cookies.CookiesMiddleware',
 'scrapy.downloadermiddlewares.httpproxy.HttpProxyMiddleware',
 'scrapy.downloadermiddlewares.stats.DownloaderStats']
2019-04-22 09:17:15 [scrapy.middleware] INFO: Enabled spider middlewares:
['scrapy.spidermiddlewares.httperror.HttpErrorMiddleware',
 'tennislink_usta_spider.middlewares.RandomUserAgent',
 'scrapy.spidermiddlewares.offsite.OffsiteMiddleware',
 'scrapy.spidermiddlewares.referer.RefererMiddleware',
 'scrapy.spidermiddlewares.urllength.UrlLengthMiddleware',
 'scrapy.spidermiddlewares.depth.DepthMiddleware']
2019-04-22 09:17:15 [scrapy.middleware] INFO: Enabled item pipelines:
['tennislink_usta_spider.pipelines.NotFoundPipeline',
 'tennislink_usta_spider.pipelines.CSVPipeline',
 'tennislink_usta_spider.pipelines.JSONPipeline']
2019-04-22 09:17:15 [scrapy.core.engine] INFO: Spider opened
2019-04-22 09:17:15 [scrapy.extensions.logstats] INFO: Crawled 0 pages (at 0 pages/min), scraped 0 items (at 0 items/min)
2019-04-22 09:17:15 [scrapy.extensions.telnet] DEBUG: Telnet console listening on 127.0.0.1:6023
2019-04-22 09:17:36 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://tennislink.usta.com/Tournaments/Schedule/SearchResults.aspx?typeofsubmit=&Action=2&Keywords=&TournamentID=&SectionDistrict=&City=&State=AB&Zip=&Month=4&StartDate=&EndDate=&Day=&Year=2019&Division=&Category=&Surface=39&OnlineEntry=&DrawsSheets=&UserTime=&Sanctioned=0&AgeGroup=Y&SearchRadius=-1&QuickSearch=6> (referer: https://tennislink.usta.com/Tournaments/Schedule/Search.aspx)
2019-04-22 09:17:37 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://tennislink.usta.com/Tournaments/Schedule/SearchResults.aspx?typeofsubmit=&Action=2&Keywords=&TournamentID=&SectionDistrict=&City=&State=AA&Zip=&Month=12&StartDate=&EndDate=&Day=&Year=2019&Division=&Category=&Surface=39&OnlineEntry=&DrawsSheets=&UserTime=&Sanctioned=0&AgeGroup=Y&SearchRadius=-1&QuickSearch=6> (referer: https://tennislink.usta.com/Tournaments/Schedule/Search.aspx)
2019-04-22 09:17:38 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://tennislink.usta.com/Tournaments/Schedule/SearchResults.aspx?typeofsubmit=&Action=2&Keywords=&TournamentID=&SectionDistrict=&City=&State=AA&Zip=&Month=5&StartDate=&EndDate=&Day=&Year=2019&Division=&Category=&Surface=39&OnlineEntry=&DrawsSheets=&UserTime=&Sanctioned=39&AgeGroup=Y&SearchRadius=-1&QuickSearch=6> (referer: https://tennislink.usta.com/Tournaments/Schedule/Search.aspx)
2019-04-22 09:17:41 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://tennislink.usta.com/Tournaments/Schedule/SearchResults.aspx?typeofsubmit=&Action=2&Keywords=&TournamentID=&SectionDistrict=&City=&State=AB&Zip=&Month=5&StartDate=&EndDate=&Day=&Year=2019&Division=&Category=&Surface=39&OnlineEntry=&DrawsSheets=&UserTime=&Sanctioned=0&AgeGroup=Y&SearchRadius=-1&QuickSearch=6> (referer: https://tennislink.usta.com/Tournaments/Schedule/Search.aspx)
2019-04-22 09:17:42 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://tennislink.usta.com/Tournaments/Schedule/SearchResults.aspx?typeofsubmit=&Action=2&Keywords=&TournamentID=&SectionDistrict=&City=&State=AB&Zip=&Month=6&StartDate=&EndDate=&Day=&Year=2019&Division=&Category=&Surface=39&OnlineEntry=&DrawsSheets=&UserTime=&Sanctioned=0&AgeGroup=Y&SearchRadius=-1&QuickSearch=6> (referer: https://tennislink.usta.com/Tournaments/Schedule/Search.aspx)
2019-04-22 09:17:46 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://tennislink.usta.com/Tournaments/Schedule/SearchResults.aspx?typeofsubmit=&Action=2&Keywords=&TournamentID=&SectionDistrict=&City=&State=AA&Zip=&Month=7&StartDate=&EndDate=&Day=&Year=2019&Division=&Category=&Surface=39&OnlineEntry=&DrawsSheets=&UserTime=&Sanctioned=39&AgeGroup=Y&SearchRadius=-1&QuickSearch=6> (referer: https://tennislink.usta.com/Tournaments/Schedule/Search.aspx)
2019-04-22 09:17:47 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://tennislink.usta.com/Tournaments/Schedule/SearchResults.aspx?typeofsubmit=&Action=2&Keywords=&TournamentID=&SectionDistrict=&City=&State=AA&Zip=&Month=6&StartDate=&EndDate=&Day=&Year=2019&Division=&Category=&Surface=39&OnlineEntry=&DrawsSheets=&UserTime=&Sanctioned=39&AgeGroup=Y&SearchRadius=-1&QuickSearch=6> (referer: https://tennislink.usta.com/Tournaments/Schedule/Search.aspx)
2019-04-22 09:17:49 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://tennislink.usta.com/Tournaments/Schedule/SearchResults.aspx?typeofsubmit=&Action=2&Keywords=&TournamentID=&SectionDistrict=&City=&State=AA&Zip=&Month=1&StartDate=&EndDate=&Day=&Year=2020&Division=&Category=&Surface=39&OnlineEntry=&DrawsSheets=&UserTime=&Sanctioned=0&AgeGroup=A&SearchRadius=-1&QuickSearch=6> (referer: https://tennislink.usta.com/Tournaments/Schedule/Search.aspx)
2019-04-22 09:17:50 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://tennislink.usta.com/Tournaments/Schedule/SearchResults.aspx?typeofsubmit=&Action=2&Keywords=&TournamentID=&SectionDistrict=&City=&State=AA&Zip=&Month=1&StartDate=&EndDate=&Day=&Year=2020&Division=&Category=&Surface=39&OnlineEntry=&DrawsSheets=&UserTime=&Sanctioned=0&AgeGroup=Y&SearchRadius=-1&QuickSearch=6> (referer: https://tennislink.usta.com/Tournaments/Schedule/Search.aspx)
2019-04-22 09:17:50 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://tennislink.usta.com/Tournaments/Schedule/SearchResults.aspx?typeofsubmit=&Action=2&Keywords=&TournamentID=&SectionDistrict=&City=&State=AA&Zip=&Month=2&StartDate=&EndDate=&Day=&Year=2020&Division=&Category=&Surface=39&OnlineEntry=&DrawsSheets=&UserTime=&Sanctioned=0&AgeGroup=A&SearchRadius=-1&QuickSearch=6> (referer: https://tennislink.usta.com/Tournaments/Schedule/Search.aspx)
2019-04-22 09:17:52 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://tennislink.usta.com/Tournaments/Schedule/SearchResults.aspx?typeofsubmit=&Action=2&Keywords=&TournamentID=&SectionDistrict=&City=&State=AA&Zip=&Month=2&StartDate=&EndDate=&Day=&Year=2020&Division=&Category=&Surface=39&OnlineEntry=&DrawsSheets=&UserTime=&Sanctioned=0&AgeGroup=Y&SearchRadius=-1&QuickSearch=6> (referer: https://tennislink.usta.com/Tournaments/Schedule/Search.aspx)
2019-04-22 09:17:53 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://tennislink.usta.com/Tournaments/Schedule/SearchResults.aspx?typeofsubmit=&Action=2&Keywords=&TournamentID=&SectionDistrict=&City=&State=AA&Zip=&Month=3&StartDate=&EndDate=&Day=&Year=2020&Division=&Category=&Surface=39&OnlineEntry=&DrawsSheets=&UserTime=&Sanctioned=0&AgeGroup=A&SearchRadius=-1&QuickSearch=6> (referer: https://tennislink.usta.com/Tournaments/Schedule/Search.aspx)
2019-04-22 09:17:54 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://tennislink.usta.com/Tournaments/Schedule/SearchResults.aspx?typeofsubmit=&Action=2&Keywords=&TournamentID=&SectionDistrict=&City=&State=AA&Zip=&Month=4&StartDate=&EndDate=&Day=&Year=2019&Division=&Category=&Surface=39&OnlineEntry=&DrawsSheets=&UserTime=&Sanctioned=0&AgeGroup=A&SearchRadius=-1&QuickSearch=6> (referer: https://tennislink.usta.com/Tournaments/Schedule/Search.aspx)
2019-04-22 09:17:55 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://tennislink.usta.com/Tournaments/Schedule/SearchResults.aspx?typeofsubmit=&Action=2&Keywords=&TournamentID=&SectionDistrict=&City=&State=AA&Zip=&Month=3&StartDate=&EndDate=&Day=&Year=2020&Division=&Category=&Surface=39&OnlineEntry=&DrawsSheets=&UserTime=&Sanctioned=0&AgeGroup=Y&SearchRadius=-1&QuickSearch=6> (referer: https://tennislink.usta.com/Tournaments/Schedule/Search.aspx)
2019-04-22 09:17:55 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://tennislink.usta.com/Tournaments/Schedule/SearchResults.aspx?typeofsubmit=&Action=2&Keywords=&TournamentID=&SectionDistrict=&City=&State=AA&Zip=&Month=4&StartDate=&EndDate=&Day=&Year=2020&Division=&Category=&Surface=39&OnlineEntry=&DrawsSheets=&UserTime=&Sanctioned=0&AgeGroup=A&SearchRadius=-1&QuickSearch=6> (referer: https://tennislink.usta.com/Tournaments/Schedule/Search.aspx)
2019-04-22 09:17:56 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://tennislink.usta.com/Tournaments/Schedule/SearchResults.aspx?typeofsubmit=&Action=2&Keywords=&TournamentID=&SectionDistrict=&City=&State=AA&Zip=&Month=4&StartDate=&EndDate=&Day=&Year=2020&Division=&Category=&Surface=39&OnlineEntry=&DrawsSheets=&UserTime=&Sanctioned=0&AgeGroup=Y&SearchRadius=-1&QuickSearch=6> (referer: https://tennislink.usta.com/Tournaments/Schedule/Search.aspx)
2019-04-22 09:17:57 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://tennislink.usta.com/Tournaments/Schedule/SearchResults.aspx?typeofsubmit=&Action=2&Keywords=&TournamentID=&SectionDistrict=&City=&State=AA&Zip=&Month=5&StartDate=&EndDate=&Day=&Year=2019&Division=&Category=&Surface=39&OnlineEntry=&DrawsSheets=&UserTime=&Sanctioned=0&AgeGroup=A&SearchRadius=-1&QuickSearch=6> (referer: https://tennislink.usta.com/Tournaments/Schedule/Search.aspx)
2019-04-22 09:17:59 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://tennislink.usta.com/Tournaments/Schedule/SearchResults.aspx?typeofsubmit=&Action=2&Keywords=&TournamentID=&SectionDistrict=&City=&State=AA&Zip=&Month=5&StartDate=&EndDate=&Day=&Year=2020&Division=&Category=&Surface=39&OnlineEntry=&DrawsSheets=&UserTime=&Sanctioned=0&AgeGroup=Y&SearchRadius=-1&QuickSearch=6> (referer: https://tennislink.usta.com/Tournaments/Schedule/Search.aspx)
2019-04-22 09:17:59 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://tennislink.usta.com/Tournaments/Schedule/SearchResults.aspx?typeofsubmit=&Action=2&Keywords=&TournamentID=&SectionDistrict=&City=&State=AA&Zip=&Month=5&StartDate=&EndDate=&Day=&Year=2020&Division=&Category=&Surface=39&OnlineEntry=&DrawsSheets=&UserTime=&Sanctioned=0&AgeGroup=A&SearchRadius=-1&QuickSearch=6> (referer: https://tennislink.usta.com/Tournaments/Schedule/Search.aspx)
2019-04-22 09:18:00 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://tennislink.usta.com/Tournaments/Schedule/SearchResults.aspx?typeofsubmit=&Action=2&Keywords=&TournamentID=&SectionDistrict=&City=&State=AA&Zip=&Month=6&StartDate=&EndDate=&Day=&Year=2019&Division=&Category=&Surface=39&OnlineEntry=&DrawsSheets=&UserTime=&Sanctioned=0&AgeGroup=A&SearchRadius=-1&QuickSearch=6> (referer: https://tennislink.usta.com/Tournaments/Schedule/Search.aspx)
2019-04-22 09:18:01 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://tennislink.usta.com/Tournaments/Schedule/SearchResults.aspx?typeofsubmit=&Action=2&Keywords=&TournamentID=&SectionDistrict=&City=&State=AA&Zip=&Month=6&StartDate=&EndDate=&Day=&Year=2020&Division=&Category=&Surface=39&OnlineEntry=&DrawsSheets=&UserTime=&Sanctioned=0&AgeGroup=A&SearchRadius=-1&QuickSearch=6> (referer: https://tennislink.usta.com/Tournaments/Schedule/Search.aspx)
2019-04-22 09:18:02 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://tennislink.usta.com/Tournaments/Schedule/SearchResults.aspx?typeofsubmit=&Action=2&Keywords=&TournamentID=&SectionDistrict=&City=&State=AA&Zip=&Month=6&StartDate=&EndDate=&Day=&Year=2020&Division=&Category=&Surface=39&OnlineEntry=&DrawsSheets=&UserTime=&Sanctioned=0&AgeGroup=Y&SearchRadius=-1&QuickSearch=6> (referer: https://tennislink.usta.com/Tournaments/Schedule/Search.aspx)
2019-04-22 09:18:03 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://tennislink.usta.com/Tournaments/Schedule/SearchResults.aspx?typeofsubmit=&Action=2&Keywords=&TournamentID=&SectionDistrict=&City=&State=AA&Zip=&Month=7&StartDate=&EndDate=&Day=&Year=2020&Division=&Category=&Surface=39&OnlineEntry=&DrawsSheets=&UserTime=&Sanctioned=0&AgeGroup=A&SearchRadius=-1&QuickSearch=6> (referer: https://tennislink.usta.com/Tournaments/Schedule/Search.aspx)
2019-04-22 09:18:04 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://tennislink.usta.com/Tournaments/Schedule/SearchResults.aspx?typeofsubmit=&Action=2&Keywords=&TournamentID=&SectionDistrict=&City=&State=AA&Zip=&Month=7&StartDate=&EndDate=&Day=&Year=2020&Division=&Category=&Surface=39&OnlineEntry=&DrawsSheets=&UserTime=&Sanctioned=0&AgeGroup=Y&SearchRadius=-1&QuickSearch=6> (referer: https://tennislink.usta.com/Tournaments/Schedule/Search.aspx)
2019-04-22 09:18:04 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://tennislink.usta.com/Tournaments/Schedule/SearchResults.aspx?typeofsubmit=&Action=2&Keywords=&TournamentID=&SectionDistrict=&City=&State=AA&Zip=&Month=7&StartDate=&EndDate=&Day=&Year=2019&Division=&Category=&Surface=39&OnlineEntry=&DrawsSheets=&UserTime=&Sanctioned=0&AgeGroup=A&SearchRadius=-1&QuickSearch=6> (referer: https://tennislink.usta.com/Tournaments/Schedule/Search.aspx)
2019-04-22 09:18:05 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://tennislink.usta.com/Tournaments/Schedule/SearchResults.aspx?typeofsubmit=&Action=2&Keywords=&TournamentID=&SectionDistrict=&City=&State=AA&Zip=&Month=8&StartDate=&EndDate=&Day=&Year=2019&Division=&Category=&Surface=39&OnlineEntry=&DrawsSheets=&UserTime=&Sanctioned=0&AgeGroup=A&SearchRadius=-1&QuickSearch=6> (referer: https://tennislink.usta.com/Tournaments/Schedule/Search.aspx)
2019-04-22 09:18:05 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://tennislink.usta.com/Tournaments/Schedule/SearchResults.aspx?typeofsubmit=&Action=2&Keywords=&TournamentID=&SectionDistrict=&City=&State=AA&Zip=&Month=8&StartDate=&EndDate=&Day=&Year=2020&Division=&Category=&Surface=39&OnlineEntry=&DrawsSheets=&UserTime=&Sanctioned=0&AgeGroup=A&SearchRadius=-1&QuickSearch=6> (referer: https://tennislink.usta.com/Tournaments/Schedule/Search.aspx)
2019-04-22 09:18:07 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://tennislink.usta.com/Tournaments/Schedule/SearchResults.aspx?typeofsubmit=&Action=2&Keywords=&TournamentID=&SectionDistrict=&City=&State=AA&Zip=&Month=8&StartDate=&EndDate=&Day=&Year=2020&Division=&Category=&Surface=39&OnlineEntry=&DrawsSheets=&UserTime=&Sanctioned=0&AgeGroup=Y&SearchRadius=-1&QuickSearch=6> (referer: https://tennislink.usta.com/Tournaments/Schedule/Search.aspx)
2019-04-22 09:18:08 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://tennislink.usta.com/Tournaments/Schedule/SearchResults.aspx?typeofsubmit=&Action=2&Keywords=&TournamentID=&SectionDistrict=&City=&State=AA&Zip=&Month=9&StartDate=&EndDate=&Day=&Year=2019&Division=&Category=&Surface=39&OnlineEntry=&DrawsSheets=&UserTime=&Sanctioned=0&AgeGroup=A&SearchRadius=-1&QuickSearch=6> (referer: https://tennislink.usta.com/Tournaments/Schedule/Search.aspx)
2019-04-22 09:18:08 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://tennislink.usta.com/Tournaments/Schedule/SearchResults.aspx?typeofsubmit=&Action=2&Keywords=&TournamentID=&SectionDistrict=&City=&State=AA&Zip=&Month=9&StartDate=&EndDate=&Day=&Year=2020&Division=&Category=&Surface=39&OnlineEntry=&DrawsSheets=&UserTime=&Sanctioned=0&AgeGroup=A&SearchRadius=-1&QuickSearch=6> (referer: https://tennislink.usta.com/Tournaments/Schedule/Search.aspx)
2019-04-22 09:18:10 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://tennislink.usta.com/Tournaments/Schedule/SearchResults.aspx?typeofsubmit=&Action=2&Keywords=&TournamentID=&SectionDistrict=&City=&State=AA&Zip=&Month=9&StartDate=&EndDate=&Day=&Year=2020&Division=&Category=&Surface=39&OnlineEntry=&DrawsSheets=&UserTime=&Sanctioned=0&AgeGroup=Y&SearchRadius=-1&QuickSearch=6> (referer: https://tennislink.usta.com/Tournaments/Schedule/Search.aspx)
2019-04-22 09:18:11 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://tennislink.usta.com/Tournaments/Schedule/SearchResults.aspx?typeofsubmit=&Action=2&Keywords=&TournamentID=&SectionDistrict=&City=&State=AB&Zip=&Month=1&StartDate=&EndDate=&Day=&Year=2020&Division=&Category=&Surface=39&OnlineEntry=&DrawsSheets=&UserTime=&Sanctioned=0&AgeGroup=A&SearchRadius=-1&QuickSearch=6> (referer: https://tennislink.usta.com/Tournaments/Schedule/Search.aspx)
